instrument,exchange,symbol,price,index_price,price_change_24h_pct,volume_24h_usd,volume_usd_change_percent_24h,long_volume_usd,short_volume_usd,long_volume_quantity,short_volume_quantity,open_interest_quantity,open_interest_usd,open_interest_change_percent_24h,funding_rate,next_funding_timestamp,open_interest_volume_radio,oi_vol_ratio_change_percent_24h,requested_instrument,long_liquidation_usd,short_liquidation_usd,funding_rate_pct,fetch_timestamp
FARTCOIN_USDT,Gate,FARTCOIN/USDT,0.15908,0.15916,-1.39,4447981.85993,-27.13,2168688.14642,2279293.70351,22440,22672,32346724.0,5146687.25564,-1.88,-0.0008,1780243200000.0,1.1571,34.64,FARTCOIN,90.79,14867.48,-0.08,2026-05-31 22:11:46.810970
FARTCOIN_PERP,WhiteBIT,FARTCOIN/USDT,0.1594,0.1594,-1.12,4355113.4015,-13.34,2426529.9437,1928583.4682,22720,10272,21009111.3,3348852.34122,6.34,0.01,1780243200000.0,0.7689,22.71,FARTCOIN,,,1.0,2026-05-31 22:11:46.810970
FARTCOINUSDT,LBank,FARTCOIN/USDT,0.159,,-1.36,3062769.0393,26.66,1524763.12012,1538005.91948,28669,28643,9973290.3,1585753.1577,7.39,-0.0085,1780243200000.0,0.5178,-15.21,FARTCOIN,,,-0.85,2026-05-31 22:11:46.810970
FARTCOIN-USDT-SWAP,OKX,FARTCOIN/USDT,0.1592,0.1591,-1.24,2738240.5657,-36.05,1272504.4177,1465736.138,5157,5907,16213574.0,2581200.9808,3.01,0.005,1780243200000.0,0.9426,61.05,FARTCOIN,4.39,0.0,0.5,2026-05-31 22:11:46.810970
FARTCOIN-USD,Hyperliquid,FARTCOIN/USD,0.15917,0.15915,-1.32,2625654.315048,-59.63,1295558.476848,1330095.8481,4590,4873,182548979.6,29052670.10334,-0.27,0.00125,1780239600000.0,11.0649,147.06,FARTCOIN,27.48,3.43,0.125,2026-05-31 22:11:46.810970
FARTCOINUSDT,Bitunix,FARTCOIN/USDT,0.1591,0.1592,-1.36,2523420.77162,-48.1,1195136.65564,1328284.12638,7592,7544,12480622.3,1984418.9457,-7.81,0.00855,1780243200000.0,0.7864,77.64,FARTCOIN,,,0.855,2026-05-31 22:11:46.810970
FARTCOINUSDT_UMCBL,Bitget,FARTCOIN/USDT,0.1592,0.1591346993910885,-1.3,1604273.25084,-60.49,803824.8965,800448.35424,3384,3366,51771391.8,8242005.57456,6.65,0.005,1780243200000.0,5.1375,169.93,FARTCOIN,0.0,1249.71,0.5,2026-05-31 22:11:46.810970
FARTCOINUSDTM,KuCoin,FARTCOIN/USDT,0.1593,0.1592,-1.3,821074.5853,-77.48,358066.5872,463007.9881,4214,4392,52211760.0,8317333.368,-5.97,-0.0152,1780243170230.0,10.1298,317.59,FARTCOIN,,,-1.52,2026-05-31 22:11:46.810970
FARTCOIN-USD,Extended,FARTCOIN/USD,0.15848,0.15895,-1.77,719844.7,-24.0,153234.84,566609.86,338,23256,4694288.0,746392.236488,-31.47,0.0013,,1.0369,-9.82,FARTCOIN,,,0.13,2026-05-31 22:11:46.810970
PF_FARTCOINUSD,Kraken,FARTCOIN/USDT,0.1589,0.15897,-1.49,371869.3446,-33.91,205563.1399,166306.2047,843,540,2325939.0,369591.7071,-3.88,0.0019969623611111,1780239600000.0,0.9939,45.46,FARTCOIN,,,0.1997,2026-05-31 22:11:46.810970
FARTCOINUSDT,CoinEx,FARTCOIN/USDT,0.159169,0.159127,-1.37,348909.551311,4.0,233496.99958,115412.551431,5992,3310,2795365.0,444935.451685,8.91,0.0,1780243176429.0,1.2752,4.72,FARTCOIN,0.0,231.2,0.0,2026-05-31 22:11:46.810970
FARTCOIN-PERP,Coinbase,FARTCOIN/USDC,0.15895,0.15903,-1.4,195293.7663,-62.56,124450.8277,70842.9386,372,222,2357859.0,374781.68805,16.23,0.0033,,1.9191,210.48,FARTCOIN,,,0.33,2026-05-31 22:11:46.810970
FARTCOIN_USDC,MEXC,FARTCOIN/USDC,0.159,0.1593,-1.36,139303.2056,7.62,71015.7027,68287.5029,4039,3945,939257.0,149247.9373,10.92,0.005,1780243200000.0,1.0714,3.07,FARTCOIN,,,0.5,2026-05-31 22:11:46.810970
FARTCOINUSDT,Aster,FARTCOIN/USDT,0.1594,0.15920343,-0.99,77197.9531,-39.04,75708.98,1488.9831,55,19,1169184.0,186367.9296,0.22,0.005,1780243200000.0,2.4142,64.39,FARTCOIN,,,0.5,2026-05-31 22:11:46.810970
FARTCOIN-USDT,HTX,FARTCOIN/USDT,0.15976,0.1595,-1.83,71982.52045,-59.82,25436.65901,46545.88134,737,2176,1465122.0,234067.89072,-4.13,0.005,1780243200000.0,3.2517,138.62,FARTCOIN,0.0,80.16,0.5,2026-05-31 22:11:46.810970
FARTCOIN-USDC,Lighter,FARTCOIN/USDC,0.15867,0.15895,-1.42,50543.02,-77.92,20987.03,29556.0,83,80,6787640.2,1079031.162594,3.33,0.0012,,21.3488,367.99,FARTCOIN,,,0.12,2026-05-31 22:11:46.810970
FARTCOINPERP,Bybit,FARTCOIN/USDC,0.15886,0.15903,-1.68,21198.5315,-11.74,6940.3817,14258.1498,91,106,351227.8,55855.76,-2.08,0.005,1780243200000.0,2.6349,10.95,FARTCOIN,,,0.5,2026-05-31 22:11:46.810970
FARTCOINUSD-PERP,Crypto.com,FARTCOIN/USD,0.15843,0.15896,-1.01,859.74,330.11,525.26,334.48,4,16,27905.0,4420.98915,1.42,0.0030777,1780239600000.0,5.1422,-76.42,FARTCOIN,,,0.3078,2026-05-31 22:11:46.810970
FARTCOIN-USD-PERP,Paradex,FARTCOIN/USD,0.1594,0.15950066,0.0,96.0544,-45.93,96.0544,0.0,1,0,94852.6,15119.50444,0.0,0.000772935941,,157.4056,84.96,FARTCOIN,,,0.0773,2026-05-31 22:11:46.810970
POL_PERP,WhiteBIT,POL/USDT,0.09076,0.09074,-0.3,7570599.69096,-28.52,4251223.47729,3319376.22357,86921,66748,35303230.0,3204121.1548,-1.59,0.005,1780243200000.0,0.4232,37.67,POL,,,0.5,2026-05-31 22:11:46.810970
POLUSDT,Binance,POL/USDT,0.09065,0.0907105,-0.37,7184157.6313,-44.64,3432540.93872,3751616.69268,45861,44251,143342635.0,12994009.86275,-2.31,0.003743,1780243200000.0,1.8087,76.46,POL,343.05,3440.83,0.3743,2026-05-31 22:11:46.810970
POL-USDT,BingX,POL/USDT,0.09063,0.09067,-0.41,6770300.3341704,-3.41,3437368.568066,3332931.7663044,433002,432202,63670923.7559,5770495.82,-3.1,0.005,1780243200000.0,0.8523,0.32,POL,,,0.5,2026-05-31 22:11:46.810970
POLUSDT,Bybit,POL/USDT,0.09066,0.09074,-0.35,2454790.1901,-58.72,1134704.5892,1320085.5909,11673,11696,152836104.0,13857649.55,0.04,0.005,1780243200000.0,5.6451,142.35,POL,0.0,2761.93,0.5,2026-05-31 22:11:46.810970
POLUSDT,LBank,POL/USDT,0.09065,,-0.37,2334873.869368,-40.7,1226251.445442,1108622.424026,29981,29663,5675814.6,514569.351636,-79.06,0.0037,1780243200000.0,0.2204,-64.69,POL,,,0.37,2026-05-31 22:11:46.810970
POL-USDT-SWAP,OKX,POL/USDT,0.09066,0.09068,-0.35,2020390.0056,-53.68,889973.5026,1130416.503,5216,4942,46884680.0,4250565.0888,0.64,0.005,1780243200000.0,2.1038,117.27,POL,0.0,9.84,0.5,2026-05-31 22:11:46.810970
POL-USDC,BingX,POL/USDC,0.0906,0.0906,-0.33,1652761.923562,0.14,827090.24562,825671.667742,72225,72223,10529406.8433,953964.26,-2.33,0.0055,1780243200000.0,0.5772,-2.47,POL,,,0.55,2026-05-31 22:11:46.810970
POLUSDT,ApeX Omni,POL/USDT,0.0907,0.0907,-0.11,1524399.38,-20.75,925118.22,599281.16,4536,2838,1680620.0,152432.234,14.33,0.00125,,0.1,44.3,POL,,,0.125,2026-05-31 22:11:46.810970
POLUSDT,Bitunix,POL/USDT,0.09066,0.09071,-0.36,962712.05385,23.86,500429.91758,462282.14697,5502,5451,16541319.0,1499305.15416,98.32,0.003589,1780243200000.0,1.5574,60.11,POL,,,0.3589,2026-05-31 22:11:46.810970
POL_USDT,MEXC,POL/USDT,0.09065,0.09073,-0.37,953826.7732,-66.54,511470.3046,442356.4686,4464,4293,31726810.0,2876352.5946,-11.93,0.0036,1780243200000.0,3.0156,163.19,POL,,,0.36,2026-05-31 22:11:46.810970
POLUSDTM,KuCoin,POL/USDT,0.09065,0.0907,-0.45,376211.1544,-10.23,100626.3168,275584.8376,567,942,64192790.0,5819076.4135,17.32,0.0422,1780243170426.0,15.4676,30.69,POL,,,4.22,2026-05-31 22:11:46.810970
POLUSDT_UMCBL,Bitget,POL/USDT,0.09061,0.090720667927825,-0.41,337596.4893,-60.38,136202.0362,201394.4431,944,1384,47438955.0,4297969.323,6.06,0.005,1780243200000.0,12.7311,167.72,POL,0.0,644.92,0.5,2026-05-31 22:11:46.810970
POL-USD,Hyperliquid,POL/USD,0.090702,0.090745,-0.31,301621.230742,-8.89,198163.513542,103457.7074,1893,1188,24289640.0,2203386.11332,-0.25,0.00125,1780239600000.0,7.3051,9.48,POL,,,0.125,2026-05-31 22:11:46.810970
POL_USDT,Gate,POL/USDT,0.09057,0.09068,-0.52,289618.9805,-31.94,144873.9865,144744.994,698,535,8761880.0,793563.4716,-4.37,0.005,1780243200000.0,2.74,40.52,POL,,,0.5,2026-05-31 22:11:46.810970
POLUSDT,CoinEx,POL/USDT,0.090688,0.090672,-0.39,178125.105932,-33.68,98612.773808,79512.341824,5082,3724,2752580.0,249625.97504,-3.15,0.0,1780243176359.0,1.4014,46.04,POL,0.0,763.87,0.0,2026-05-31 22:11:46.810970
POL_USDC,MEXC,POL/USDC,0.0905,0.0905,-0.22,114049.76,14.33,57647.014,56402.756,3981,3981,1326240.0,120024.72,-7.43,0.01,1780243200000.0,1.0524,-19.03,POL,,,1.0,2026-05-31 22:11:46.810970
PF_POLUSD,Kraken,POL/USDT,0.09099,0.0906,-0.13,30920.95,-80.25,12986.69,17934.26,84,160,5066763.0,461024.76537,-0.21,-0.0007110634722222,1780239600000.0,14.9098,405.33,POL,,,-0.0711,2026-05-31 22:11:46.810970
POL-PERP,Coinbase,POL/USDC,0.0904,0.0906,-0.55,21525.4717,-84.89,8799.1317,12726.34,84,144,549372.0,49663.2288,-13.46,-0.0004,,2.3072,472.65,POL,,,-0.04,2026-05-31 22:11:46.810970
POL-USDT,HTX,POL/USDT,0.08976,0.09071,-0.66,15813.9536,-74.35,4432.848,11381.1056,673,2072,1332590.0,119613.2784,0.73,0.005,1780243200000.0,7.5638,292.66,POL,,,0.5,2026-05-31 22:11:46.810970
POLPERP,Bybit,POL/USDC,0.09082,0.09064,-0.06,10986.3101,-56.85,4764.77,6221.5501,82,87,1233676.0,111820.39,-8.03,0.01,1780243200000.0,10.1782,113.14,POL,,,1.0,2026-05-31 22:11:46.810970
POLUSDT,Aster,POL/USDT,0.09096,0.09070975,0.69,6925.74,296.35,4510.26,2415.48,88,24,3364739.0,306056.65944,0.67,0.00125,1780239600000.0,44.1912,-74.6,POL,,,0.125,2026-05-31 22:11:46.810970
POLUSD-PERP,Crypto.com,POL/USD,0.090577,0.090611,-0.74,940.22,-44.5,410.98,529.23,21,40,625310.0,56638.70387,-0.25,0.0057277,1780239600000.0,60.2398,79.73,POL,,,0.5728,2026-05-31 22:11:46.810970
POLUSDT,Bitmex,POL/USDT,0.0909,0.0907,-0.11,650.94,-97.32,224.12,426.82,3,5,3153240.0,285998.868,-0.4,0.01,1780286400000.0,439.3629,3619.19,POL,,,1.0,2026-05-31 22:11:46.810970
POL-USDC,Lighter,POL/USDC,0.091307,0.09068,0.0,0.0913,-100.0,0.0,0.0913,0,1,3230188.0,292687.33468,17.85,0.0012,,3205775.8453,191355230.11,POL,,,0.12,2026-05-31 22:11:46.810970
AVNTUSDT,Binance,AVNT/USDT,0.1423,0.14252821,3.19,22396018.6053,334.22,11187279.8756,11208738.7197,110486,105740,35750226.0,5087257.1598,10.93,0.003571,1780243200000.0,0.2272,-74.45,AVNT,6412.95,24074.42,0.3571,2026-05-31 22:11:46.810970
AVNT-USDT-SWAP,OKX,AVNT/USDT,0.1424,0.1425,3.26,20244458.68,878.2,9726930.0167,10517528.6633,22312,22448,9545524.0,1359282.6176,21.49,0.005,1780243200000.0,0.0671,-87.59,AVNT,55888.41,77570.02,0.5,2026-05-31 22:11:46.810970
AVNT-USDT,BingX,AVNT/USDT,0.14228,0.14251,3.09,6798489.4330028,3.59,3409593.7824435,3388895.6407593,432541,431972,35667497.6832,5080478.37,10.83,0.005,1780243200000.0,0.7473,6.99,AVNT,,,0.5,2026-05-31 22:11:46.810970
AVNTUSDT,Bybit,AVNT/USDT,0.14239,0.14252,3.15,5943559.12284,291.79,3092496.50634,2851062.6168,56306,51739,34945998.0,4975960.66,16.03,0.005,1780243200000.0,0.8372,-70.38,AVNT,20.38,3782.46,0.5,2026-05-31 22:11:46.810970
AVNT_PERP,WhiteBIT,AVNT/USDT,0.1422,0.1424,3.19,4705776.2334,11.44,618531.7537,4087244.4597,9417,46736,8442943.0,1199742.2003,13.43,0.005,1780243200000.0,0.255,1.8,AVNT,,,0.5,2026-05-31 22:11:46.810970
AVNT-USD,Hyperliquid,AVNT/USD,0.14249,0.14255,3.16,1817610.91415,98.97,935321.76205,882289.1524,4175,3845,8693648.0,1238670.96704,43.39,0.00125,1780239600000.0,0.6815,-27.94,AVNT,144.53,0.0,0.125,2026-05-31 22:11:46.810970
AVNT_USDT,MEXC,AVNT/USDT,0.1423,0.1425,3.19,1791222.2707,304.88,836690.6232,954531.6475,4618,4708,6443513.0,917556.2512,14.99,0.0033,1780243200000.0,0.5123,-71.6,AVNT,,,0.33,2026-05-31 22:11:46.810970
AVNTUSDTM,KuCoin,AVNT/USDT,0.14255,0.14247,3.13,1753449.4268,-23.24,871499.0313,881950.3855,23361,22588,9124540.0,1300429.4408,2.27,0.0036,1780243185106.0,0.7416,33.21,AVNT,,,0.36,2026-05-31 22:11:46.810970
AVNTUSDT,LBank,AVNT/USDT,0.1424,,3.26,1241873.96606,20.93,627632.03092,614241.93474,28398,28334,184140.3,26221.57872,24.83,0.0008,1780243200000.0,0.0211,2.93,AVNT,,,0.08,2026-05-31 22:11:46.810970
AVNTUSDT_UMCBL,Bitget,AVNT/USDT,0.1423,0.142546606670821,3.05,1145485.8113,282.77,548961.1872,596524.6242,5222,5175,6748826.0,961842.68152,9.88,0.005,1780243200000.0,0.8397,-71.29,AVNT,0.0,933.08,0.5,2026-05-31 22:11:46.810970
AVNTUSDT,Bitunix,AVNT/USDT,0.1424,0.1426,3.19,999915.3817,45.34,461963.5017,537951.89,6814,5618,1559088.0,222170.04,-60.68,0.000966,1780243200000.0,0.2222,-72.94,AVNT,,,0.0966,2026-05-31 22:11:46.810970
AVNT_USDT,Gate,AVNT/USDT,0.142,0.14252,2.9,969105.884,317.11,456126.17,512979.704,3726,3344,3398260.0,482552.92,8.61,0.0099,1780243200000.0,0.4979,-73.96,AVNT,97.79,1041.19,0.99,2026-05-31 22:11:46.810970
AVNT-PERP,Coinbase,AVNT/USDC,0.1426,0.14243,3.33,380148.9202,25.63,194834.4259,185314.4943,292,182,181636.6,25901.37916,5.13,-0.0019,,0.0681,-16.34,AVNT,,,-0.19,2026-05-31 22:11:46.810970
AVNTUSDT,CoinEx,AVNT/USDT,0.142582,0.142628,3.17,284305.773665,192.03,147437.2795,136868.503765,4786,4429,463920.0,66146.64144,20.85,-0.017674,1780243176395.0,0.2327,-58.61,AVNT,0.0,21.89,-1.7674,2026-05-31 22:11:46.810970
AVNT-USD,Extended,AVNT/USD,0.1427,0.142367550599,3.11,167714.7,10.47,107607.28,60107.42,160,90,775417.0,110281.943177,8.58,0.0013,,0.6576,-1.7,AVNT,,,0.13,2026-05-31 22:11:46.810970
AVNTPERP,Bybit,AVNT/USDC,0.14227,0.14241,4.2,76628.74,684.31,29072.23,47556.51,862,1251,435712.0,62054.1,10.88,0.005,1780243200000.0,0.8098,-85.86,AVNT,556.43,0.0,0.5,2026-05-31 22:11:46.810970
AVNT-USDT,HTX,AVNT/USDT,0.14391,0.14245166666666667,3.61,41780.484,96.47,15459.275,26321.199,329,606,335610.0,48297.6351,13.15,0.0361094231217952,1780243200000.0,1.156,-42.41,AVNT,60.4,0.0,3.6109,2026-05-31 22:11:46.810970
AVNTUSDT,Aster,AVNT/USDT,0.1434,0.1426315,3.61,22902.59,35.03,15058.49,7844.1,76,31,1227542.0,176029.5228,8.83,0.005,1780243200000.0,7.686,-19.4,AVNT,,,0.5,2026-05-31 22:11:46.810970
AVNTUSD-PERP,Crypto.com,AVNT/USD,0.14244,0.14247,3.84,12432.4161,415.12,4176.9,8255.5161,310,400,68841.0,9805.71204,9.06,0.0075739,1780239600000.0,0.7887,-78.83,AVNT,,,0.7574,2026-05-31 22:11:46.810970
AVNT-USD-PERP,Paradex,AVNT/USD,0.14418,0.14287662,4.46,1413.46,2403.91,628.27,785.19,3,7,674144.0,97198.08192,4.46,0.202765051525,,68.7661,-95.83,AVNT,,,20.2765,2026-05-31 22:11:46.810970
AVNT-USDC,Lighter,AVNT/USDC,0.13805,0.14367,0.0,0.0276,-100.0,0.0276,0.0,1,0,466447.4,67028.49138,-45.5,0.0012,,2428568.5283,298827084.48,AVNT,0.03,0.0,0.12,2026-05-31 22:11:46.810970
BCHUSDT,Binance,BCH/USDT,302.01,302.11126018,-1.0,57198589.02784,-21.0,28101444.87772,29097144.14022,206278,205123,350123.826,105740896.69026,-0.73,-0.02369,1780243200000.0,1.8487,25.66,BCH,2849.09,35830.75,-2.369,2026-05-31 22:11:46.810970
BCH-USDT-SWAP,OKX,BCH/USDT,302.1,302.4,-0.98,22481846.359,-34.45,11139969.029,11341877.31,14836,9536,102950.83,31091150.66,-2.94,-0.01650136128049,1780243200000.0,1.3829,48.06,BCH,381.07,4663.71,-1.6501,2026-05-31 22:11:46.810970
BCH_PERP,WhiteBIT,BCH/USDT,301.87,302.3,-0.86,22104711.022,-4.43,8372553.089,13732157.943,23265,42497,84791.22,25595925.5814,-1.1,0.01,1780243200000.0,1.1579,3.48,BCH,,,1.0,2026-05-31 22:11:46.810970
BCHUSDT,LBank,BCH/USDT,301.93,,-1.03,16981303.86934,0.1,8478224.4187,8503079.43074,312584,312363,390433.017,117949814.4357,-1.0,-0.023838,1780243200000.0,6.9459,-1.1,BCH,,,-2.3838,2026-05-31 22:11:46.810970
BCHUSDT,ApeX Omni,BCH/USDT,301.95,302.27,-1.01,16909764.3832,82.95,8335339.7432,8574424.63,38414,39474,266.36,80427.402,-12.98,0.00125,,0.0048,-52.0,BCH,,,0.125,2026-05-31 22:11:46.810970
BCHUSDT,Bybit,BCH/USDT,302.1,302.17,-0.98,16710775.968,-29.16,7838642.402,8872133.576,30911,28671,156730.79,47348371.66,-2.72,-0.010245,1780243200000.0,2.8334,37.32,BCH,190.22,7692.96,-1.0245,2026-05-31 22:11:46.810970
BCHUSD,Bitmex,BCH/USD,301.0,302.15,-1.47,11330888.365,4594.96,5434042.835,5896845.53,249,316,2169.94,653152.900747743,-2.12,0.01,1780286400000.0,0.0576,-97.92,BCH,,,1.0,2026-05-31 22:11:46.810970
BCH-USDT,BingX,BCH/USDT,302.02,302.33,-0.99,11147753.7123,11.47,4364755.2641,6782998.4582,131989,131041,31445.785,9500400.56,11.6,-0.0042,1780243200000.0,0.8522,0.12,BCH,,,-0.42,2026-05-31 22:11:46.810970
BCH_USDT,MEXC,BCH/USDT,302.69,302.47,-0.99,10080534.0839,-44.41,4919646.3722,5160887.7017,8111,8326,54608.03,16543502.6885,-2.46,-0.0238,1780243200000.0,1.6411,75.46,BCH,,,-2.38,2026-05-31 22:11:46.810970
BCHUSDT_UMCBL,Bitget,BCH/USDT,302.09,302.4125395937806,-1.02,8335951.5727,-6.29,3699521.2097,4636430.363,7327,7332,98627.79,29803345.5822,-1.86,-0.0075,1780243200000.0,3.5753,4.72,BCH,218.13,1529.6,-0.75,2026-05-31 22:11:46.810970
BCH-USDC,BingX,BCH/USDC,302.07,302.33,-0.99,6496726.3612091,-0.34,3254193.0965807,3242533.2450284,433020,431840,12441.4435,3757440.34,-2.82,-0.0046,1780243200000.0,0.5784,-2.48,BCH,,,-0.46,2026-05-31 22:11:46.810970
BCHUSDC,Binance,BCH/USDC,301.77,301.85335533,-1.0,6125021.34046,-33.19,2963087.5463,3161933.80466,25757,28107,12392.792,3738781.41848,-2.74,-0.02689,1780243200000.0,0.6104,45.54,BCH,0.0,212.22,-2.689,2026-05-31 22:11:46.810970
BCH_USDT,Gate,BCH/USDT,302.05,302.37,-1.01,4078450.0282,-12.65,2009089.5813,2069360.4569,7861,5875,29450.92,8887698.6376,3.26,-0.013,1780243200000.0,2.1792,18.2,BCH,0.0,12983.55,-1.3,2026-05-31 22:11:46.810970
BCHUSDTM,KuCoin,BCH/USDT,302.35,302.13,-0.99,4035629.7287,-59.33,2017447.9884,2018181.7303,13236,13207,54293.97,16409266.5531,-18.04,-0.0198,1780243185116.0,4.0661,101.54,BCH,,,-1.98,2026-05-31 22:11:46.810970
BCHUSDT,Bitunix,BCH/USDT,302.02,302.37,-1.0,2836209.29684,-39.31,1291159.46579,1545049.85165,11648,10984,13789.121,4165417.67168,-25.35,0.024166,1780243200000.0,1.4687,23.01,BCH,,,2.4166,2026-05-31 22:11:46.810970
BCHUSD_PERP,Binance,BCH/USD,301.58,301.81792246,-1.02,1342960.0,-35.41,675320.0,667640.0,8174,7956,20346.04,6135960.0,-0.05,0.0013,1780243200000.0,4.569,54.73,BCH,,,0.13,2026-05-31 22:11:46.810970
BCH-USD,Hyperliquid,BCH/USD,301.85,302.1,-1.07,1118783.80573,-56.72,486348.91,632434.91573,1823,3144,21418.2,6465083.67,-3.84,-0.00198973,1780239600000.0,5.7787,122.16,BCH,88.82,0.0,-0.199,2026-05-31 22:11:46.810970
BCH-USD,BingX,BCH/USD,301.39,301.9,-1.08,978620.0,0.92,483360.0,495260.0,10044,10017,2353.9866,709915.278828,-1.08,0.01,1780243200000.0,0.7254,-1.99,BCH,,,1.0,2026-05-31 22:11:46.810970
BCHUSDT,Bitmex,BCH/USDT,302.4,302.45,-0.92,767156.311,13.27,541896.891,225259.42,422,173,2597.93,785232.13629,19.52,-0.0892,1780286400000.0,1.0236,5.53,BCH,,,-8.92,2026-05-31 22:11:46.810970
BCHUSD,EdgeX,BCH/USD,302.25,302.1679962,-0.91,743261.0518,3.87,354440.8955,388820.1563,1448,1585,1047.99,316754.9775,-1.04,0.005,1780243200000.0,0.4262,-4.72,BCH,,,0.5,2026-05-31 22:11:46.810970
BCH-PERP,Coinbase,BCH/USDC,301.77,301.73,-0.93,662475.40816,-55.63,305491.51688,356983.89128,515,393,996.703,300555.78965,10.4,0.0002,,0.4537,148.88,BCH,,,0.02,2026-05-31 22:11:46.810970
BCH-USD-SWAP,OKX,BCH/USD,301.6,301.9,-0.85,637830.0,-7.92,359270.0,278560.0,622,479,8253.097052003975,2491610.0,-0.91,-0.02140133468853,1780243200000.0,3.9064,7.61,BCH,,,-2.1401,2026-05-31 22:11:46.810970
BCHUSDT,CoinEx,BCH/USDT,302.12,302.39,-1.04,596977.7581,-5.82,240182.8378,356794.9203,3527,5659,5547.85,1677115.055,-0.88,0.0,1780243176399.0,2.8093,5.24,BCH,0.0,184.12,0.0,2026-05-31 22:11:46.810970
PF_BCHUSD,Kraken,BCH/USDT,301.7,301.812,-1.11,388977.233,-52.36,115174.7978,273802.4352,731,4536,4157.84,1254420.328,0.96,0.0013577875,1780239600000.0,3.2249,111.9,BCH,,,0.1358,2026-05-31 22:11:46.810970
BCH-USDC,Lighter,BCH/USDC,301.621,301.68,-0.51,354156.9488,249.79,139273.9579,214883.0009,363,385,3894.21,1173856.291304,-1.34,0.0012,,3.3145,-71.79,BCH,0.92,0.0,0.12,2026-05-31 22:11:46.810970
BCHUSD_DMCBL,Bitget,BCH/USD,301.51,301.96082228164886,-1.06,224040.8576,-53.58,101521.6337,122519.2239,1391,1607,3874.66,1168519.9628,1.22,0.01,1780243200000.0,5.2157,118.08,BCH,,,1.0,2026-05-31 22:11:46.810970
BCHUSD,Bitunix,BCH/USD,301.57,302.01,-1.01,193463.77,-18.59,98742.51,94721.26,7502,7518,1653.92,498888.4288,0.38,0.000827,1780243200000.0,2.5787,23.29,BCH,,,0.0827,2026-05-31 22:11:46.810970
BCH_USDC,MEXC,BCH/USDC,301.5,301.92,-1.1,178697.4933,-4.37,77285.9013,101411.592,4117,3898,11658.49,3518648.8669,-1.11,-0.0268,1780243200000.0,19.6905,3.42,BCH,,,-2.68,2026-05-31 22:11:46.810970
BCH-USDT,HTX,BCH/USDT,303.05,302.668,-0.81,160827.4133,-40.74,105017.6298,55809.7935,971,2414,2705.4,820060.848,1.9,0.01,1780243200000.0,5.099,71.94,BCH,56.06,0.0,1.0,2026-05-31 22:11:46.810970
BCHPERP,Bybit,BCH/USDC,301.4,301.8,-1.08,131500.777,142.99,60921.664,70579.123,471,281,4529.42,1365438.95,1.51,0.001361,1780243200000.0,10.3835,-58.23,BCH,,,0.1361,2026-05-31 22:11:46.810970
BCHUSDC,Bitunix,BCH/USDC,301.7,302.35,-1.02,89112.62121,-24.36,43947.52451,45165.1074,4311,4450,238.571,72010.27064,-0.09,-0.027333,1780243200000.0,0.8081,32.09,BCH,,,-2.7333,2026-05-31 22:11:46.810970
BCHUSDT,Aster,BCH/USDT,302.09,302.38978882,-1.13,63036.1726,-11.3,26287.5626,36748.61,138,113,728.81,220166.2129,-1.29,0.009955,1780243200000.0,3.4927,11.29,BCH,0.0,9.58,0.9955,2026-05-31 22:11:46.810970
BCHUSDC,CoinEx,BCH/USDC,301.77,302.76,-1.03,59200.49807,-0.08,29230.34768,29970.15069,4265,4373,19.745,5960.2257,-1.07,-0.07185,1780243176395.0,0.1007,-0.98,BCH,,,-7.185,2026-05-31 22:11:46.810970
BCHUSD,Bybit,BCH/USD,303.0,301.73,-0.66,45311.0,-66.01,20596.0,24715.0,146,161,3439.29,1038082.0,-0.44,0.01,1780243200000.0,22.9102,192.88,BCH,0.0,2192.0,1.0,2026-05-31 22:11:46.810970
BCH-USD,Extended,BCH/USD,303.13,301.970592,-0.32,44508.9,-70.56,29621.45,14887.45,116,64,406.558,122766.530039,-1.54,0.0013,,2.7582,234.45,BCH,,,0.13,2026-05-31 22:11:46.810970
BCHUSD-PERP,Crypto.com,BCH/USD,302.22,301.98,-0.74,27693.01,-49.52,5830.11,21862.9,97,118,238.66,72127.8252,1.76,-0.0072637,1780239600000.0,2.6045,101.6,BCH,,,-0.7264,2026-05-31 22:11:46.810970
BCH-USD-PERP,Paradex,BCH/USD,303.57,301.75349774,0.05,227.68,-1.93,227.68,0.0,1,0,42.136,12791.22552,0.05,-0.034491418943,,56.1807,2.02,BCH,,,-3.4491,2026-05-31 22:11:46.810970
PYTHUSDT,Binance,PYTH/USDT,0.0408,0.04082518,-2.58,5856598.88934,-24.26,2840949.64772,3015649.24172,48613,46956,156639608.0,6390896.0064,-5.39,0.004274,1780243200000.0,1.0912,24.92,PYTH,606.29,1959.69,0.4274,2026-05-31 22:11:46.810970
PYTHUSDT,LBank,PYTH/USDT,0.04081,,-2.55,4498879.06408,-23.36,2247958.83316,2250920.23122,61375,61313,54218499.0,2212114.7592,-2.89,0.0043,1780243200000.0,0.4917,26.73,PYTH,,,0.43,2026-05-31 22:11:46.810970
PYTHUSDT,Bybit,PYTH/USDT,0.04082,0.04085,-2.6,2587737.64227,-31.46,1264268.13831,1323469.51396,14822,14465,96690510.0,3949807.33,-6.29,0.005,1780243200000.0,1.5264,36.73,PYTH,1110.94,946.19,0.5,2026-05-31 22:11:46.810970
